  field   metric                    g_cad                    r_cad          RA      Dec     Ebv          l          b        phi      theta   Entry
    705     0.75       1.0189930999986245       1.0189930999986245    97.46504    40.55    0.13   174.3127    14.0583    95.9337    17.2643     704
    706      1.0         2.93968754999878         2.93968754999878   106.08185    40.55    0.09   176.8524    20.1368   102.7732    17.8212     705
    707     0.75       1.1316666999991867       1.1316666999991867   114.69867    40.55    0.06   178.9293    26.3978   109.5933     18.776     706
    708      0.5       2.0049189499986824       2.0049189499986824   123.31548    40.55    0.04   180.5131    32.7963    116.388    20.1141     707
    709      0.5       2.0114641500003927       2.0114641500003927    131.9323    40.55    0.03   181.5322    39.2892   123.1567    21.8152     708
    710      0.5       2.0619907499967667       2.0619907499967667   140.54911    40.55    0.02   181.8477    45.8299   129.9057    23.8544     709
    711      1.0       2.9146296000035363       2.9146296000035363   149.16593    40.55    0.01   181.2014     52.361   136.6492    26.2027     710
    712      1.0       2.9482176000019535       2.9482176000019535   157.78274    40.55    0.01   179.1068    58.7987    143.411    28.8279     711
    713      1.0       2.9278704000025755       2.9278704000025755   166.39956    40.55    0.02   174.6106    64.9955   150.2251    31.6947     712
    714      1.0        2.942540550000558        2.942540550000558   175.01637    40.55    0.02   165.7887    70.6464   157.1382    34.7648     713
    715      1.0       2.9371643000013137       2.9371643000013137   183.63319    40.55    0.01   149.1913    75.0527    164.211    37.9969     714
    716      1.0        2.938043950001884        2.938043950001884      192.25    40.55    0.01      123.0      76.85    171.522    41.3453     715
    717      1.0       2.9579051000036998       2.9579051000036998   200.86681    40.55    0.01    96.8087    75.0527   179.1704    44.7589     716
    718      1.0       2.9187037000010605       2.9187037000010605   209.48363    40.55    0.02    80.2113    70.6464   187.2815    48.1783     717
    719      1.0       2.9433448999989196       2.9433448999989196   218.10044    40.55    0.01    71.3894    64.9955   196.0095    51.5328     718
    720      1.0        2.947760400002153        2.947760400002153   226.71726    40.55    0.01    66.8932    58.7987   205.5381    54.7354     719
    721      1.0       2.8973611000037636       2.8973611000037636   235.33407    40.55    0.02    64.7986     52.361   216.0677    57.6782     720
    722      1.0       2.9142071999995096       2.9142071999995096   243.95089    40.55    0.01    64.1523    45.8299   227.7789    60.2281     721
    723      1.0       2.8924999500013655       2.8924999500013655    252.5677    40.55    0.02    64.4678    39.2892   240.7533    62.2307     722
    724      1.0       2.8893981499968504       2.8893981499968504   261.18452    40.55    0.04    65.4869    32.7963   254.8575    63.5266     723
    725      1.0       2.8628472999989754       2.8628472999989754   269.80133    40.55    0.03    67.0707    26.3978   269.6558    63.9891     724
    726      1.0       2.9029860999944503       2.9029860999944503   278.41815    40.55    0.04    69.1476    20.1368   284.4709     63.567     725
    727      1.0       2.8694386500028486       2.8694386500028486   287.03496    40.55    0.11    71.6873    14.0583    298.619    62.3071     726
    728      0.5       2.0039698999971733       2.0039698999971733   295.65178    40.55     0.2    74.6857     8.2113   311.6506    60.3337     727
    729     0.75       0.9127315000005183       0.9127315000005183   304.26859    40.55    1.15    78.1565      2.652   323.4194    57.8055     728
    730     0.75       0.9135879000023124       0.9135879000023124   312.82187    40.55    0.72    82.0919    -2.5179   333.9259    54.9005     729
    731      1.0       2.8909142999982578       2.8909142999982578    321.3116    40.55    0.19     86.507    -7.2339    343.368    51.7572     730
    732      1.0       2.8913946999964537       2.8913946999964537     329.743    40.55    0.29    91.4131   -11.4275   351.9629    48.4832     731
    733      1.0       2.8964235999956145       2.8964235999956145    338.1744    40.55    0.12    96.8425   -15.0455   359.9525    45.1403     732
    734      1.0       2.8978472000017064       2.8978472000017064    346.6058    40.55    0.17   102.7717    -17.997     7.4843     41.796     733
    735      1.0       2.8817823999997927       2.8817823999997927    355.0372    40.55    0.14   109.1382   -20.1941    14.6786    38.5072     734
    736      1.0        2.912685199997213        2.912685199997213     2.21291    47.75    0.08   116.0539   -14.3091    25.3468    41.9753     735
    737      1.0       2.8483217999964836       2.8483217999964836       12.25    47.75     0.1      123.0     -14.85    32.9161    38.4908     736
    738     0.75       1.4490914499983774       1.4490914499983774    22.28709    47.75    0.07   129.9461   -14.3091    40.3419    35.2894     737
    739      0.5       1.9191725000018778       1.9191725000018778    32.32418    47.75    0.16   136.6847   -12.7105    47.6945    32.4204     738
    740     0.75       0.9880207999958657       0.9880207999958657    42.36127    47.75    0.23   143.0382   -10.1214    55.0216     29.929     739
    741     0.75       0.8549710500010406       0.8549710500010406    52.39836    47.75    0.44   148.8775    -6.6404     62.353    27.8554     740
    742     0.75       0.9270948999983375       0.9270948999983375    62.43545    47.75    0.85   154.1249    -2.3827    69.7043    26.2343     741
    743     0.75       0.9373958500000299       0.9373958500000299    72.25385    47.75    0.73   158.6498     2.4194    76.9187    25.1134     742
    744     0.75       1.0039929999984452       1.0039929999984452    81.85354    47.75    0.29   162.4813     7.6203    83.9908    24.4805     743
    745     0.75       1.0175231999965035       1.0175231999965035    91.27823    47.75    0.19   165.6701    13.1226    90.9431    24.3149     744
    746      1.0        2.937650500003656        2.937650500003656   100.70292    47.75    0.12   168.2823    18.9372    97.8939    24.6036     745
    747      0.5        2.037199000005785        2.037199000005785   110.12762    47.75    0.08   170.2916    24.9902   104.8331    25.3419     746
    748      0.5        1.996550900003058        1.996550900003058   119.55231    47.75    0.06     171.64    31.2106   111.7535     26.518     747
    749      0.5       1.9973147999990033       1.9973147999990033     128.977    47.75    0.03    172.219    37.5255   118.6526    28.1135     748
    750      1.0        2.947037050002109        2.947037050002109   138.40169    47.75    0.02   171.8382    43.8519   125.5352    30.1042     749
    751      1.0       2.9563715000003867       2.9563715000003867   147.82638    47.75    0.02   170.1748    50.0827   132.4155    32.4608     750
    752      1.0       2.9555786999990232       2.9555786999990232   157.25108    47.75    0.01   166.6889    56.0615   139.3186    35.1497     751
    753      1.0        2.943043999999645        2.943043999999645   166.67577    47.75    0.02   160.5138    61.5342   146.2838    38.1338     752
    754      1.0       2.9568345000006957       2.9568345000006957   176.10046    47.75    0.02   150.4537    66.0684   153.3674    41.3722     753
    755      1.0       2.9592824499995913       2.9592824499995913   185.52515    47.75    0.02   135.6822    68.9838   160.6481    44.8205     754
    756      1.0       2.9444791999994777       2.9444791999994777   194.94985    47.75    0.01   117.8014    69.5411   168.2345    48.4289     755
    757      1.0       2.9476852000007057       2.9476852000007057   204.72454    47.75    0.02   100.7532    67.4423   176.5867    52.2791     756
    758      1.0        2.943448999998509        2.943448999998509   214.49923    47.75    0.01    88.5269    63.2707   185.6642    56.1625     757
    759      1.0       2.9214814500010107       2.9214814500010107   224.27392    47.75    0.02    80.9181    57.8597   195.7967     59.979     758
    760      1.0        2.900816000001214        2.900816000001214   234.04862    47.75    0.01    76.5829    51.7818   207.4365    63.5912     759
    761      1.0       2.8952777000013157       2.8952777000013157   243.82331    47.75    0.01    74.4298    45.3695   221.1467    66.8034     760
    762      1.0       2.8990972000028705       2.8990972000028705     253.598    47.75    0.02    73.7726    38.8198   237.4405    69.3423     761
    763      1.0       2.8740104000025894       2.8740104000025894   263.37269    47.75    0.02    74.2057    32.2614      256.3    70.8743     762
    764      1.0        2.875960600002145        2.875960600002145   273.14738    47.75    0.04    75.4941    25.7907     276.55    71.1177     763
    765      1.0        2.902106499997899        2.902106499997899   282.92208    47.75    0.06    77.5052    19.4902   296.1074    70.0206     764
    766      1.0       2.8942824000041583       2.8942824000041583   292.69677    47.75     0.1    80.1691     13.439   313.3661     67.801     765
    767      1.0        2.867141200003971        2.867141200003971   302.47146    47.75    0.25    83.4543     7.7191   327.9506     64.793     766
    768     0.75       0.9138425999990432       0.9138425999990432   312.24615    47.75    1.92    87.3502     2.4194   340.2596    61.2971     767
    769     0.75       0.9102199999979348       0.9102199999979348   322.06455    47.75    1.21    91.8751    -2.3827   350.9145    57.5179     768
    770     0.75       0.9069849500046985       0.9069849500046985   332.10164    47.75    0.28    97.1225    -6.6404     0.5591    53.5407     769
    771      1.0        2.911087899999984        2.911087899999984   342.13873    47.75    0.14   102.9618   -10.1214     9.3382    49.5673     770
    772      1.0        2.896741899996414        2.896741899996414   352.17582    47.75    0.12   109.3153   -12.7105    17.5344     45.688     771
    773      0.5       1.9764235999973607       1.9764235999973607     6.95487    54.95    0.26   119.9355    -7.5242    34.3391    46.3389     772
    774      0.5       1.9349536999980046       1.9349536999980046    17.54512    54.95    0.41   126.0644    -7.5242    41.5015    43.0184     773
    775     0.75        0.919432800001232        0.919432800001232    28.13537    54.95    0.28   132.1034    -6.5258    48.5838     40.044     774
    776     0.75       0.9134722000017064       0.9134722000017064    38.72562    54.95     0.4   137.8829    -4.5684    55.6379    37.4586     775
    777     0.75       0.9054282500001136       0.9054282500001136    49.31587    54.95    1.35   143.2612    -1.7248    62.6956    35.3008     776
    778     0.75       0.9069097000028705       0.9069097000028705    60.11656    54.95    0.67    148.223     1.9883     69.914    33.5752     777
    779     0.75       0.9328936000019894       0.9328936000019894    71.12768    54.95    0.35   152.6574     6.5005     77.299    32.3397     778
    780     0.75       1.0087847499999043       1.0087847499999043    82.05244    54.95    0.42   156.3788    11.5784    84.6473    31.6583     779
    781      1.0        2.959432849998848        2.959432849998848    92.97719    54.95    0.12   159.3777    17.1327    92.0055    31.5314     780
    782      1.0       2.9381018000058248       2.9381018000058248   103.90195    54.95    0.06   161.5965    23.0442    99.3598    31.9615     781
    783      0.5       2.0962269000010565       2.0962269000010565   114.82671    54.95    0.06   162.9463    29.1937   106.6977    32.9406     782
    784      0.5       2.0811227000012877       2.0811227000012877   125.75146    54.95    0.05   163.2813     35.455   114.0109    34.4513     783
    785      1.0       2.9284722000011243       2.9284722000011243   136.67622    54.95    0.02   162.3661    41.6817   121.2994    36.4671     784
    786      1.0        2.956539299993892        2.956539299993892   147.60097    54.95    0.02   159.8357    47.6866    128.575     38.954     785
    787      1.0       2.9444444500004465       2.9444444500004465   158.52573    54.95    0.01   155.1653    53.2072   135.8648    41.8721     786
    788      1.0       2.9531366000010166       2.9531366000010166   169.45049    54.95    0.01   147.7301    57.8621   143.2165    45.1759     787
    789      1.0        2.950057799993374        2.950057799993374   180.37888    54.95    0.01   137.1622    61.1283   150.7086    48.8168     788
    790      1.0        2.957065999999031        2.957065999999031      191.39    54.95    0.01   124.0676    62.4429   158.5158    52.7698     789
    791      1.0       2.9469386999990093       2.9469386999990093   202.40112    54.95    0.02   110.7624    61.4771   166.7683    56.9457     790
    792      1.0       2.9503355999986525       2.9503355999986525   213.41224    54.95    0.01    99.6542    58.4543    175.765    61.2695     791
    793      1.0       2.9247337999950105       2.9247337999950105   224.50609    54.95    0.02    91.6598    53.8933   186.0916     65.676     792
    794      1.0       2.8853935500010266       2.8853935500010266   235.60357    54.95    0.01    86.5944    48.3727   198.5921    69.9836     793
    795      1.0       2.8970660000013595       2.8970660000013595   246.70105    54.95    0.03    83.8119    42.3128   214.8717    73.9269     794
    796      1.0       2.8812210999967647       2.8812210999967647   257.79854    54.95    0.03    82.7444    36.0001   237.3407    77.0018     795
    797      1.0       2.8981365999970876       2.8981365999970876   268.89602    54.95    0.03    82.9941    29.6371   266.8517    78.3772     796
    798      1.0       2.9084607000040705       2.9084607000040705   279.99351    54.95    0.05     84.305    23.3794   297.2785    77.4407     797
    799      1.0       2.8515856499980146       2.8515856499980146   291.09099    54.95    0.11    86.5193    17.3604   321.2327      74.63     798
    800      1.0       2.8813020499983395       2.8813020499983395   302.18847    54.95    0.27    89.5415    11.7051   338.5376    70.8087     799
    801     0.75       0.9108680999997887       0.9108680999997887   313.28596    54.95    0.78    93.3105     6.5384   351.6331    66.5472     800
    802     0.75       0.9116319499989913       0.9116319499989913   324.38344    54.95    1.02     97.777     1.9883     2.3054    62.1448     801
    803     0.75       0.9053414499976498       0.9053414499976498   335.18412    54.95    0.44   102.7388    -1.7248    11.3359    57.8841     802
    804     0.75        0.901956000001519        0.901956000001519   345.77437    54.95     0.4   108.1171    -4.5684    19.4111    53.8266     803
    805     0.75       0.9013542000029702       0.9013542000029702   356.36462    54.95    0.42   113.8966    -6.5258    27.0162    49.9588     804
    806     0.75       0.8954630000007455       0.8954630000007455     6.66667    62.15    1.14   120.3949    -0.3373    40.8671    52.1519     805
    807     0.75       0.9189120500013814       0.9189120500013814        20.0    62.15     1.0   126.6119    -0.2329    48.6209    48.3879     806
    808     0.75       0.8965624999982538       0.8965624999982538    33.33333    62.15    0.75   132.6763     1.1408    56.3898    45.1618     807
    809     0.75       0.8716204000011203       0.8716204000011203    46.66667    62.15    0.68    138.343     3.7124    64.2103    42.5357     808
    810     0.75       0.9769039500024519       0.9769039500024519        60.0    62.15    0.65   143.4059     7.3559    72.0934     40.563     809
    811     0.75       1.0527951999974903       1.0527951999974903    73.33333    62.15     0.4   147.7026    11.9085    80.0316    39.2862     810
    812     0.75        1.028425899996364        1.028425899996364    86.66667    62.15    0.19   151.1003    17.1862    88.0045    38.7338     811
    813      1.0       2.9438542000061716       2.9438542000061716       100.0    62.15    0.13   153.4698    22.9927    95.9847    38.9183     812
    814      1.0       2.9402661999993143       2.9402661999993143   113.33333    62.15    0.07   154.6528    29.1191   103.9434    39.8355     813
    815      1.0        2.889560099996743        2.889560099996743   126.66667    62.15    0.11    154.428     35.334   111.8559    41.4647     814
    816      1.0        2.958090300002368        2.958090300002368       140.0    62.15    0.03   152.4815     41.362   119.7076    43.7702     815
    817      1.0       2.9415855999977794       2.9415855999977794   153.33333    62.15    0.01   148.4116    46.8527   127.4996    46.7036     816
    818      1.0       2.9214699000003748       2.9214699000003748   166.66667    62.15    0.01   141.8444    51.3508   135.2543    50.2068     817
    819      1.0        2.959247700004198        2.959247700004198       180.0    62.15    0.02   132.7825    54.3118   143.0254    54.2147     818
    820      1.0       2.9733218000037596       2.9733218000037596   193.33333    62.15    0.02   122.1123    55.2425   150.9143    58.6569     819
    821      1.0       2.9413656999968225       2.9413656999968225   206.66667    62.15    0.02   111.5988    53.9581   159.1085    63.4586     820
    822      1.0        2.926238399995782        2.926238399995782       220.0    62.15    0.01   102.9104    50.7095   167.9796    68.5378     821
    823      1.0        2.895138899999438        2.895138899999438   233.33333    62.15    0.02     96.765    46.0146   178.3766    73.7947     822
    824      1.0        2.882222249998449        2.882222249998449   246.66667    62.15    0.02     93.069    40.4086   192.7452    79.0644     823
    825      1.0        2.893709450003371        2.893709450003371       260.0    62.15    0.02    91.4278    34.3288   220.9502    83.8342     824
    826      1.0         2.89329859999998         2.89329859999998   273.33333    62.15    0.04    91.4505     28.111   289.6242     85.361     825
    827      1.0       2.8977893500014034       2.8977893500014034   286.66667    62.15    0.05    92.8393    22.0217   336.2695    81.5841     826
    828      1.0         2.91385420000006         2.91385420000006       300.0    62.15    0.06    95.3854    16.2873   355.2321    76.4443     827
    829      1.0        2.907453699997859        2.907453699997859   313.33333    62.15    0.54    98.9377    11.1143     7.1025    71.1518     828
    830     0.75       0.8960069999957341       0.8960069999957341   326.66667    62.15    0.47   103.3685     6.6973    16.5763    65.9691     829
    831     0.75       0.9040277999956743       0.9040277999956743       340.0    62.15    0.86   108.5417     3.2177    25.0438    61.0177     830
    832     0.75       0.8911342999999761       0.8911342999999761   353.33333    62.15    0.95   114.2881     0.8335    33.0539     56.386     831
    833     0.75       0.9062094500004605       0.9062094500004605     8.57143    69.35    0.67   121.6944     6.7872    50.3275    56.8905     832
    834     0.75        0.982071750000614        0.982071750000614    25.71429    69.35    0.55    127.748     7.2468    58.2077    52.9083     833
    835     0.75       0.9798843000025954       0.9798843000025954    42.85714    69.35    0.88   133.4824     9.2741    66.4204    49.7402     834
    836     0.75         1.00282409999636         1.00282409999636        60.0    69.35    0.44    138.522     12.716    74.8763    47.4807     835
    837      1.0        2.928865699999733        2.928865699999733    77.14286    69.35     0.2    142.543    17.3245    83.4898    46.2011     836
    838      1.0        2.938854200001515        2.938854200001515    94.28571    69.35    0.09   145.2603    22.7836     92.172     45.943     837
    839      1.0         2.91634250000061         2.91634250000061   111.42857    69.35    0.04   146.3902     28.723   100.8312    46.7151     838
    840      1.0       2.9355844499987143       2.9355844499987143   128.57143    69.35    0.03   145.6149    34.7127   109.3768    48.4918     839
    841      1.0        2.964901600000303        2.964901600000303   145.71429    69.42    0.13   142.5148     40.204    117.663    51.2756     840
    842      1.0       2.9502603500004625       2.9502603500004625   162.85714    69.35    0.03   137.0941    44.7025   125.7801    54.8043     841
    843      1.0       2.9378819999983534       2.9378819999983534       180.0    69.35    0.01    129.352    47.4426   133.4541    59.1526     842
    844      1.0        2.962945600000239        2.962945600000239   197.14286    69.35    0.02   120.4259    47.9523   140.5956    64.1428     843
    845      1.0       2.9250058500001614       2.9250058500001614   214.28571    69.35    0.02   111.9945    46.1253   146.8992    69.6454     844
    846      1.0       2.9195833500016306       2.9195833500016306   231.42857    69.35    0.03   105.4621    42.3253   151.5264    75.5144     845
    847      1.0       2.8791376999979548       2.8791376999979548   248.57143    69.35    0.03   101.3884    37.1752   151.1322    81.5398     846
    848      1.0        2.896261500005494        2.896261500005494   265.71429    69.35    0.04     99.689    31.3151   117.9986    86.7818     847
    849      1.0        2.875653950002743        2.875653950002743   282.85714    69.35    0.07   100.0428    25.2973    35.8855    84.4417     848
    850      1.0       2.8823726999980863       2.8823726999980863       300.0    69.35    0.15   102.1151    19.5836    27.5563    78.5278     849
    851      1.0        2.908368000003975        2.908368000003975   317.14286    69.35    0.27   105.6104     14.568    30.4782    72.5445     850
    852      1.0        2.899004699997022        2.899004699997022   334.28571    69.35    0.43   110.2496    10.5906    36.1163    66.8386     851
    853      1.0        2.912928199999442        2.912928199999442   351.42857    69.35     0.5   115.7288     7.9313    42.8953    61.5753     852
    854      1.0        2.843842599999334        2.843842599999334        12.0    76.55    0.32   122.9401    13.9501    62.1845    60.8188     853
    855      0.5       1.9709607000040705       1.9709607000040705        36.0    76.55    0.61    128.565    14.9848    69.8311    56.9228     854
    856      1.0       2.8818171999955666       2.8818171999955666        60.0    76.55    0.13   133.4289    17.9828    78.5011    54.3107     855
    857      1.0       2.9515740999995614       2.9515740999995614        84.0    76.55    0.11   136.8347     22.514    87.6761    53.1591     856
    858      1.0       2.9199652999959653       2.9199652999959653       108.0    76.55    0.06   138.1838    27.9219    96.9478    53.5451     857
    859      1.0         2.93770829999994         2.93770829999994       132.0    76.55    0.03   136.9932    33.3703   105.9253    55.4429     858
    860      1.0       2.9567592999956105       2.9567592999956105       156.0    76.55    0.03   133.0361    37.8874   114.1611    58.7251     859
    861      1.0       2.9168055999980425       2.9168055999980425       180.0    76.55     0.1   126.7209    40.4948   121.0156    63.1661     860
    862      1.0       2.9541724999980943       2.9541724999980943       204.0    76.55    0.03   119.4275     40.523   125.3035    68.4271     861
    863      1.0       2.9090161999993143       2.9090161999993143       228.0    76.55    0.03   113.0744    37.9643   124.2858    73.9613     862
    864      1.0       2.8861921000025177       2.8861921000025177       252.0    76.55    0.03    109.061    33.4775   111.3468    78.6118     863
    865      1.0       2.8773378999976558       2.8773378999976558       276.0    76.55    0.08   107.8137    28.0381     82.074    79.8447     864
    866      1.0       2.8823032500004047       2.8823032500004047       300.0    76.55    0.11   109.1143    22.6203    60.0762    76.5184     865
    867      1.0       2.8814120500028366       2.8814120500028366       324.0    76.55    0.45    112.483    18.0635    54.2543    71.2093     866
    868      1.0       2.9025347999995574       2.9025347999995574       348.0    76.55    0.26   117.3233    15.0283    56.4048    65.7211     867
